-1.725676317424447825e+00,-1.760356616550486031e+00,-1.548599219063484078e+00,-3.866648116517994171e-02,1.406663482865149473e-01,-1.291509011916569527e+00,-1.619989533749505384e+00,-1.160072719940009378e+00,-1.772305736759853589e+00,-1.165638559546583908e+00,-1.816649892202622185e+00,-1.785546597240021960e+00,7.061934796108244594e-01,-1.161540116419633062e+00,-1.176020831875404404e+00,-1.144920783182599155e+00,1.000000000000000000e+00
-1.090854122279460992e+00,-1.366528187780217118e+00,-8.022763896320491694e-01,-2.403930408243242778e-01,-3.028639729073540066e-01,-1.101746079737686346e+00,-1.821844514035404705e+00,-1.187025203465038148e+00,-1.450970853007361949e+00,-1.188463860094188806e+00,-1.495855560070268764e+00,-1.453938101051813758e+00,3.515291264562183660e-01,-1.145708942744663839e+00,-1.155509884764895689e+00,-1.097267287394152246e+00,1.000000000000000000e+00
-1.570123795120714538e+00,-1.720058484139828536e+00,-1.327420062058674688e+00,-4.147971976017813395e-02,-1.688898230701678937e-01,-1.218216785730777740e+00,-1.855288570975920592e+00,-1.239988026322282000e+00,-1.788211958155752290e+00,-1.210452277797020804e+00,-1.784875519326546645e+00,-1.711373166814087909e+00,6.708212712682923851e-01,-1.187117894909858862e+00,-1.225374510301610265e+00,-1.252473116577436318e+00,1.000000000000000000e+00
-1.617193119450317518e+00,-1.736163696619493324e+00,-1.414129379032122769e+00,-3.838473570680334818e-02,-1.386872907008515898e-01,-1.210505930041037459e+00,-1.919512620112646895e+00,-1.195299827382352964e+00,-1.796852168347393253e+00,-1.174172992308796681e+00,-1.841911940761258082e+00,-1.817657468154248779e+00,7.055609383133329970e-01,-1.190354753135082211e+00,-1.179462097561330580e+00,-1.194671901720450569e+00,1.000000000000000000e+00
-1.460959118331310425e+00,-1.663332919109343999e+00,-1.136231644940492114e+00,-1.059851319348387305e-01,-2.168813915355209121e-01,-1.205273919538360161e+00,-1.975980565621630047e+00,-1.155008291752184002e+00,-1.679275879564521956e+00,-1.158386737776661235e+00,-1.687328839721529361e+00,-1.697395192540033904e+00,5.772358383243239022e-01,-1.211479947029534543e+00,-1.241809609427856564e+00,-1.172916172043715788e+00,1.000000000000000000e+00
-1.698933789835099573e+00,-1.764824845717670954e+00,-1.439178863830710364e+00,1.398967324762306549e-02,-1.264080131351323910e-01,-1.300499405748179793e+00,-1.835153011768413833e+00,-1.219192418565568925e+00,-1.770724389332202442e+00,-1.235922879639696159e+00,-1.807056533930078812e+00,-1.731801932856502857e+00,7.657801445645373573e-01,-1.248166521099127957e+00,-1.238346897759214915e+00,-1.263094432517859245e+00,1.000000000000000000e+00
-1.813516761927091991e+00,-1.904017083500398888e+00,-1.562043666200135794e+00,6.335097008687834430e-02,9.394435122581158704e-02,-1.224340370281373769e+00,-2.059555944718348020e+00,-1.144020202223812843e+00,-1.952268074413676002e+00,-1.163567060509058670e+00,-1.971677619730092923e+00,-1.886372856156811606e+00,7.463746384674774248e-01,-1.166280722130163650e+00,-1.180534598319473938e+00,-1.164685517925411196e+00,1.000000000000000000e+00
-1.757454935605320623e+00,-1.821877931456994837e+00,-1.611827111908248122e+00,1.925965088440181883e-02,1.808750149599112900e-01,-1.201523247432124908e+00,-1.946192435223343953e+00,-1.082373665769766458e+00,-1.867388979284646311e+00,-1.089019056900080384e+00,-1.901943721631196960e+00,-1.888857008151334504e+00,7.647383126509652573e-01,-1.117230818745143850e+00,-1.106793512968297311e+00,-1.123249164665413247e+00,1.000000000000000000e+00
-1.689873158854414248e+00,-1.763462955632633999e+00,-1.565261603886614283e+00,2.183300306036994182e-02,7.529014167008921121e-02,-1.246514559977791148e+00,-1.897874456682608457e+00,-1.145311200080935343e+00,-1.810463671364851868e+00,-1.131488003642500351e+00,-1.817661506692392015e+00,-1.817006592927652875e+00,7.911604114006450805e-01,-1.117531467094447839e+00,-1.139636016752828773e+00,-1.139213136178459873e+00,1.000000000000000000e+00
-1.768144866783513125e+00,-1.817631463840563510e+00,-1.587621959538608296e+00,3.027112850149705006e-02,9.812540882476744608e-02,-1.251353615866516611e+00,-1.893041102879208237e+00,-1.143325670717361797e+00,-1.841315661954388005e+00,-1.145535648552024277e+00,-1.867146785430559008e+00,-1.864853364950194381e+00,7.524475019283114463e-01,-1.134069112150851488e+00,-1.145310267093530232e+00,-1.150850012597162131e+00,1.000000000000000000e+00
-1.779284701011605740e+00,-1.849241603626992969e+00,-1.583263842331585902e+00,2.951934648434506592e-02,7.554947757367155847e-02,-1.226174938717267571e+00,-2.001041166344762701e+00,-1.135468537702358338e+00,-1.883458331341163028e+00,-1.136349049255318322e+00,-1.906559612243265978e+00,-1.828136395098157951e+00,6.797292279797465531e-01,-1.128564718610518325e+00,-1.178576605138014877e+00,-1.159545618490790853e+00,1.000000000000000000e+00
-1.868576112623957064e+00,-1.907903713566345694e+00,-1.579173774349400983e+00,9.691594569434752726e-02,1.488556202716688204e-01,-1.261579186237253847e+00,-2.050224852142495280e+00,-1.126958034783358320e+00,-2.007437254066687604e+00,-1.137541879381950505e+00,-1.967530539273956602e+00,-1.956891536909448837e+00,7.196200847585100258e-01,-1.154275003736491945e+00,-1.161481274777562689e+00,-1.156947195420717778e+00,1.000000000000000000e+00
-1.783792062252465449e+00,-1.851988859576368940e+00,-1.571518722608113094e+00,4.803621946301924600e-02,1.735833955312428289e-01,-1.222209662575151068e+00,-1.963719443024814826e+00,-1.109133594529446487e+00,-1.894699059512545469e+00,-1.113791319418698578e+00,-1.919835746672266863e+00,-1.897791198771593191e+00,7.242505970132578907e-01,-1.124737909175461681e+00,-1.134823696912637292e+00,-1.140021247062590781e+00,1.000000000000000000e+00
-1.763801113923499031e+00,-1.802336547481208306e+00,-1.572303845079332962e+00,2.028240245246688139e-02,6.621713360505519785e-02,-1.253929087689595878e+00,-1.875207969564441246e+00,-1.154113248546281500e+00,-1.830829729688724150e+00,-1.170574768846691649e+00,-1.850921280787895862e+00,-1.854214524634482553e+00,7.543239627293052418e-01,-1.175293400740622385e+00,-1.166445822863031223e+00,-1.135248796566256990e+00,1.000000000000000000e+00
-1.765642363183567598e+00,-1.844217704521928125e+00,-1.625424698434148274e+00,2.276243324981833474e-02,1.617054425524140915e-01,-1.178868373953770421e+00,-1.964234644947176367e+00,-1.116879733653134643e+00,-1.873305240504539393e+00,-1.123217034456293062e+00,-1.889696545697238106e+00,-1.919384383173715847e+00,7.681301949543049012e-01,-1.115678214174571803e+00,-1.130875865046378603e+00,-1.113851797920950570e+00,1.000000000000000000e+00
