-6.898468285639716591e+00,-4.201619671502848874e+00,1.800924092508888741e+00,-7.450418498603941231e-01,-9.220301487286747255e-01,1.444417310006852473e-01,1.000000000000000000e+00
-4.960698193901605713e+00,8.628342831100958010e-01,2.993851673613083353e+00,-8.844345078913271596e-01,7.498727038785857335e-01,-1.766514056673151423e+00,1.000000000000000000e+00
-3.210524352210145871e+00,2.449962041844622629e+00,-9.556673247048441677e-01,4.489912580229998285e-01,-1.332649543851957885e+00,3.426215748895704016e-01,0.000000000000000000e+00
-8.843105724538776968e+00,-1.809432470419379602e+00,-1.124308754497364227e+00,4.431999683182401562e+00,9.107025862773974190e-01,1.773346736726863493e-01,0.000000000000000000e+00
-8.608635986630643444e+00,5.996144566482589644e-01,7.488944950493429120e-01,3.334010814581035209e+00,5.859851405794909152e-01,-2.438085046081719109e-01,0.000000000000000000e+00
7.246969254308355701e+00,3.149958181878842023e+00,-2.041703580596579304e+00,1.294880703347849771e+00,-1.369085897906385574e+00,-2.161724197659567803e+00,0.000000000000000000e+00
1.277283894794540586e+01,-1.654588801646991181e-01,-3.628051487848715229e-01,6.922489198483865458e-01,-2.542506589904329761e+00,-3.037074427716101255e+00,1.000000000000000000e+00
-1.187709793258443192e+01,-1.195208117578733020e+00,3.258277930768629815e+00,1.299637727312029423e+00,-5.488042717117818103e-01,5.194039396815487430e-01,1.000000000000000000e+00
-6.498244836465999263e+00,-5.467816155301226111e-01,2.600260097590297192e+00,-6.287933201928913585e-01,-1.303452094879249124e-01,-1.087149880867960272e+00,1.000000000000000000e+00
-7.527988218361256756e+00,-3.946336345508969057e+00,3.772347237480454751e+00,-1.490245198197924559e+00,4.098192424453285243e-01,-4.146602440728986427e-01,1.000000000000000000e+00
-2.200480923384707133e+00,-1.235005745147450318e+00,2.774244745330610940e+00,4.256339789342719060e-01,-8.007789542025692264e-02,-3.628747019194810797e+00,1.000000000000000000e+00
-4.183181769644683357e+00,1.171260841652108864e+00,2.080832262735214044e+00,-1.502059218298433529e-01,-6.730021232442563450e-01,-1.020006679495021329e+00,0.000000000000000000e+00
-8.529613440608196484e+00,-1.796182584154264239e+00,1.093505350147791821e+00,-1.672244809447605007e-01,-6.078590886389574344e-01,9.681945231219470926e-01,0.000000000000000000e+00
-4.405794057579756284e+00,8.002766866327838680e-02,4.096829375736538159e-01,2.958379219394577042e+00,6.094091424470831075e-01,-2.213914137478473876e+00,0.000000000000000000e+00
-4.505448533326207539e+00,9.782542573622905469e-01,-4.623313773764705648e-01,-5.814842394917673074e-01,5.182784323175034791e-01,-2.460038712506543157e-01,0.000000000000000000e+00
2.408745008445317026e+00,7.294761505939263424e-01,-4.673247594113082215e+00,9.826499497713883091e-01,-3.418507216771738744e+00,1.507042177522187831e+00,0.000000000000000000e+00
