-2.833525896072387695e+00,-1.384660482406616211e+00,2.479987621307373047e+00,-1.254165768623352051e-01,1.806791126728057861e-01,7.498798966407775879e-01,-3.423183560371398926e-01,3.210401535034179688e-01,1.000000000000000000e+00
-2.409994125366210938e+00,1.826614379882812500e+00,9.737406373023986816e-01,-1.757911682128906250e+00,1.543811708688735962e-01,-6.275799870491027832e-01,-6.010675057768821716e-02,-3.015211969614028931e-02,1.000000000000000000e+00
-1.103300452232360840e+00,2.875723838806152344e+00,-9.181101322174072266e-01,1.398352067917585373e-02,2.196820974349975586e-01,2.162158489227294922e-01,4.177124425768852234e-02,8.173841983079910278e-03,0.000000000000000000e+00
-3.579918146133422852e+00,-1.804227113723754883e+00,-9.878033995628356934e-01,2.449525833129882812e+00,5.324499011039733887e-01,-8.281521797180175781e-01,1.044800505042076111e-01,3.237185478210449219e-01,0.000000000000000000e+00
-4.181093215942382812e+00,-1.131914734840393066e+00,-2.069357633590698242e+00,1.190200924873352051e+00,4.227108359336853027e-01,-9.595397114753723145e-01,8.015304803848266602e-02,3.983464241027832031e-01,0.000000000000000000e+00
2.974251031875610352e+00,3.458826541900634766e-01,-1.052717566490173340e+00,-2.550499886274337769e-02,8.003965020179748535e-01,-5.016010999679565430e-01,-5.699923634529113770e-01,9.751433134078979492e-01,0.000000000000000000e+00
4.448224544525146484e+00,-9.285788536071777344e-01,-1.651874929666519165e-01,3.325321376323699951e-01,7.998242378234863281e-01,-9.821710586547851562e-01,-3.249227106571197510e-01,1.692841172218322754e+00,1.000000000000000000e+00
-6.341621875762939453e+00,-1.716169953346252441e+00,8.378087878227233887e-01,8.918055295944213867e-01,2.651585936546325684e-01,-4.612606167793273926e-01,-6.376920342445373535e-01,3.834268748760223389e-01,1.000000000000000000e+00
-3.433479785919189453e+00,5.866678953170776367e-01,1.306707143783569336e+00,-1.496204972267150879e+00,6.627981066703796387e-01,1.288058608770370483e-01,6.544265896081924438e-02,1.726437062025070190e-01,1.000000000000000000e+00
-3.616022825241088867e+00,-1.237679004669189453e+00,2.550444602966308594e+00,-1.118037819862365723e+00,4.498393535614013672e-01,2.154653817415237427e-01,-5.156124830245971680e-01,4.518710374832153320e-01,1.000000000000000000e+00
-7.911710143089294434e-01,6.704799532890319824e-01,1.660702943801879883e+00,-5.485947728157043457e-01,1.926739364862442017e-01,-1.640901863574981689e-01,-7.666678428649902344e-01,5.207603573799133301e-01,1.000000000000000000e+00
-1.987635731697082520e+00,2.493154287338256836e+00,7.299921512603759766e-01,-1.168541789054870605e+00,5.355136394500732422e-01,-4.682331681251525879e-01,3.261397778987884521e-02,-1.031807530671358109e-02,0.000000000000000000e+00
