-5.703244209289550781e+00,-8.408250212669372559e-01,1.495054244995117188e+00,1.226553678512573242e+00,-4.228720366954803467e-01,-9.290085434913635254e-01,2.626245617866516113e-01,-1.901639401912689209e-01,7.913240194320678711e-01,-3.490566611289978027e-01,-4.376917704939842224e-02,1.645801663398742676e-01,1.000000000000000000e+00
7.847801208496093750e+00,-1.550195813179016113e+00,1.683509349822998047e+00,1.260486602783203125e+00,-1.496073454618453979e-01,2.081566452980041504e-01,1.897062510251998901e-01,1.322306692600250244e-01,4.186937808990478516e-01,2.326092272996902466e-01,-5.294756293296813965e-01,2.072124974802136421e-03,1.000000000000000000e+00
3.969594240188598633e+00,-2.359276533126831055e+00,1.426689028739929199e+00,2.303242087364196777e-01,2.057247757911682129e-01,-2.700958400964736938e-02,1.063662394881248474e-01,6.072001457214355469e-01,-1.958451718091964722e-01,1.446454226970672607e-01,-4.533691704273223877e-02,2.285523898899555206e-02,1.000000000000000000e+00
3.354998350143432617e+00,-2.603139400482177734e+00,1.220943927764892578e+00,1.749602109193801880e-01,1.017590612173080444e-01,-3.809140995144844055e-03,8.025714755058288574e-02,5.353301763534545898e-01,-2.710495889186859131e-01,1.153745204210281372e-01,7.400801870971918106e-03,1.753977872431278229e-02,1.000000000000000000e+00
4.979195594787597656e+00,-1.683862447738647461e+00,1.816004157066345215e+00,2.129997909069061279e-01,1.742047071456909180e-01,-3.768762201070785522e-02,1.478376984596252441e-01,5.991026759147644043e-01,-1.273208390921354294e-02,2.676624059677124023e-01,-2.454099655151367188e-01,2.429636381566524506e-02,1.000000000000000000e+00
1.226750850677490234e+00,-2.392619132995605469e+00,2.391707897186279297e-01,-3.864701390266418457e-01,8.876576088368892670e-03,5.190899223089218140e-02,7.054766267538070679e-02,3.228881657123565674e-01,-5.200816988945007324e-01,-1.570680923759937286e-02,2.842268347740173340e-01,1.127414219081401825e-02,1.000000000000000000e+00
-3.436852455139160156e+00,-2.503376483917236328e+00,8.861344456672668457e-01,-1.404564261436462402e+00,5.517097711563110352e-01,-1.010755375027656555e-01,-1.709897816181182861e-01,2.089515477418899536e-01,5.211302042007446289e-01,3.951954543590545654e-01,-2.994445264339447021e-01,-2.333504706621170044e-02,1.000000000000000000e+00
-6.761736392974853516e+00,-2.156938552856445312e+00,2.010128021240234375e+00,6.298102736473083496e-01,-3.118038177490234375e-01,-3.047820925712585449e-01,3.951120376586914062e-01,3.525930047035217285e-01,-5.080719590187072754e-01,-1.962297558784484863e-01,1.237764135003089905e-01,7.933415472507476807e-02,1.000000000000000000e+00
-4.245689868927001953e+00,-3.326993942260742188e+00,1.433306574821472168e+00,8.398581147193908691e-01,7.227013260126113892e-02,-5.711232423782348633e-01,-1.287750899791717529e-01,-1.365783214569091797e-01,4.020096659660339355e-01,1.662624068558216095e-02,1.543438341468572617e-02,3.269760636612772942e-04,1.000000000000000000e+00
-4.454547882080078125e+00,-2.592406511306762695e+00,1.330821394920349121e+00,2.405672371387481689e-01,5.246992111206054688e-01,-5.506788492202758789e-01,-2.558960579335689545e-02,2.446072250604629517e-01,6.499091386795043945e-01,-4.192860797047615051e-02,-5.008967965841293335e-02,4.883977398276329041e-02,1.000000000000000000e+00
